url,title,price,category,rule,deal_rating,verdict_TP_FP_UNCLEAR,root_cause,reason
https://www.ebay.de/itm/178368942581,DAB+ Für Opel Corsa D 2006-2014 Android 16 Autoradio 2+64GB CarPlay GPS NAVI BT,139.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/377165613029,"9"" Android 13 Autoradio GPS Nav Für Opel Zafira Corsa D Astra H Antara Vectra C",159.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/168534879720,4+64G DAB+ Android 16 Autoradio Navi GPS Carplay WiFi Für Opel Corsa D 2006-2014,144.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/365644345695,4+64G Android Autoradio GPS Navi Für Opel Zafira B Corsa D Astra H Vivaro Vectra,149.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/358632948719,"Für Opel Zafira Corsa D Astra H Antara Vectra C 8""Autoradio GPS Navi Android 13",145.59,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/236329973654,DAB+ Carplay Autoradio Android 13 GPS NAVI Für Opel Corsa D Astra H Vivaro 1+32G,119.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/389580925244,Android 15 Autoradio GPS Kam Apple Carplay 4+128GB FM Für Opel Corsa D 2007-2012,149.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,,,
https://www.ebay.de/itm/364997040006,Android 14 2+32GB Navi Radio GPS Für OPEL Corsa D Vectra C Meriva  Astra Zafira,89.95,autoradio_opel_corsa,Android-Designradio (Top-Deal),Top-Deal,,,
https://www.kleinanzeigen.de/s-anzeige/android-radio-opel-corsa-d/3483318299-172-3001,Android Radio Opel Corsa D,100.0,autoradio_opel_corsa,Android-Designradio (Top-Deal),Top-Deal,,,
https://www.kleinanzeigen.de/s-anzeige/original-xbox-controller-xbox-series-x-/3483620713-168-6946,Original Xbox Controller (Xbox series x),30.0,controller,Xbox Wireless Controller 👍 Guter Preis,Guter Preis,,,
https://www.kleinanzeigen.de/s-anzeige/nintendo-switch-pro-controller-mario-kart-peach-design/3483638591-279-3544,Nintendo Switch Pro Controller Mario Kart Peach Design,35.0,controller,Switch Pro Controller 👍 Guter Preis,Guter Preis,,,
https://www.kleinanzeigen.de/s-anzeige/xbox-one-controller/3483537102-227-25901,Xbox One Controller,22.0,controller,Xbox Wireless Controller 👍 Guter Preis,Guter Preis,,,
https://www.kleinanzeigen.de/s-anzeige/ps5-dualsense-controller-in-pink-neuwertig/3484004875-279-2109,PS5 DualSense Controller in Pink - Neuwertig,30.0,controller,PS5 DualSense Controller 👍 Guter Preis,Guter Preis,,,
https://www.kleinanzeigen.de/s-anzeige/ps5-controller-chroma-indigo-look/3484124547-279-6816,PS5 Controller Chroma Indigo-Look,35.0,controller,PS5 DualSense Controller 👍 Guter Preis,Guter Preis,,,
