url,title,price,category,rule,deal_rating,verdict_TP_FP_UNCLEAR,root_cause,reason
https://www.ebay.de/itm/178368942581,DAB+ Für Opel Corsa D 2006-2014 Android 16 Autoradio 2+64GB CarPlay GPS NAVI BT,139.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/377165613029,"9"" Android 13 Autoradio GPS Nav Für Opel Zafira Corsa D Astra H Antara Vectra C",159.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/168534879720,4+64G DAB+ Android 16 Autoradio Navi GPS Carplay WiFi Für Opel Corsa D 2006-2014,144.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/365644345695,4+64G Android Autoradio GPS Navi Für Opel Zafira B Corsa D Astra H Vivaro Vectra,149.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/358632948719,"Für Opel Zafira Corsa D Astra H Antara Vectra C 8""Autoradio GPS Navi Android 13",145.59,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/236329973654,DAB+ Carplay Autoradio Android 13 GPS NAVI Für Opel Corsa D Astra H Vivaro 1+32G,119.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/389580925244,Android 15 Autoradio GPS Kam Apple Carplay 4+128GB FM Für Opel Corsa D 2007-2012,149.99,autoradio_opel_corsa,Android-Designradio (Guter Preis),Guter Preis,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.ebay.de/itm/364997040006,Android 14 2+32GB Navi Radio GPS Für OPEL Corsa D Vectra C Meriva  Astra Zafira,89.95,autoradio_opel_corsa,Android-Designradio (Top-Deal),Top-Deal,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.kleinanzeigen.de/s-anzeige/android-radio-opel-corsa-d/3483318299-172-3001,Android Radio Opel Corsa D,100.0,autoradio_opel_corsa,Android-Designradio (Top-Deal),Top-Deal,TRUE_POSITIVE,,"Android-Autoradio explizit fuer Opel Corsa D beworben, kein Exclude-Begriff (original/cd/mp3/rds) im Titel."
https://www.kleinanzeigen.de/s-anzeige/original-xbox-controller-xbox-series-x-/3483620713-168-6946,Original Xbox Controller (Xbox series x),30.0,controller,Xbox Wireless Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,"Vollstaendiger, funktionsfaehiger Xbox Series X Controller."
https://www.kleinanzeigen.de/s-anzeige/nintendo-switch-pro-controller-mario-kart-peach-design/3483638591-279-3544,Nintendo Switch Pro Controller Mario Kart Peach Design,35.0,controller,Switch Pro Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,"Vollstaendiger Switch Pro Controller (Sonderedition), kein Defekt-Signal."
https://www.kleinanzeigen.de/s-anzeige/xbox-one-controller/3483537102-227-25901,Xbox One Controller,22.0,controller,Xbox Wireless Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,Vollstaendiger Xbox One Controller.
https://www.kleinanzeigen.de/s-anzeige/ps5-dualsense-controller-in-pink-neuwertig/3484004875-279-2109,PS5 DualSense Controller in Pink - Neuwertig,30.0,controller,PS5 DualSense Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,Vollstaendiger PS5 DualSense Controller.
https://www.kleinanzeigen.de/s-anzeige/ps5-controller-chroma-indigo-look/3484124547-279-6816,PS5 Controller Chroma Indigo-Look,35.0,controller,PS5 DualSense Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,Vollstaendiger PS5 DualSense Controller (Farbvariante).
https://www.ebay.de/itm/366426532381,ORIGINAL NINTENDO SWITCH - PRO CONTROLLER  / GAMEPAD (HAC-013)  Switch 2 kompat.,32.95,controller,Switch Pro Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,"Vollstaendiger, originaler Switch Pro Controller."
https://www.ebay.de/itm/137613730852,Original Microsoft Xbox ONE Controller - Weiss - #Gut Lesen#!,26.95,controller,Xbox Wireless Controller 👍 Guter Preis,Guter Preis,TRUE_POSITIVE,,Vollstaendiger Xbox One Controller.
https://www.kleinanzeigen.de/s-anzeige/-loetaufsatz-loetspitze-fuer-xbox-series-x-ps5-controller-t900/3484217470-279-8604,Lötaufsatz / Lötspitze für Xbox Series X & PS5 Controller T900,16.0,controller,PS5 DualSense Controller ★ Top-Deal,Top-Deal,FALSE_POSITIVE,zubehoer_statt_geraet,"Titel beschreibt einen Loetaufsatz/Loetspitze (Reparaturzubehoer fuer Controller), nicht den Controller selbst."
https://www.kleinanzeigen.de/s-anzeige/ps5-controller-spinnt/3483766186-227-4900,PS5 Controller spinnt,15.0,controller,PS5 DualSense Controller ★ Top-Deal,Top-Deal,FALSE_POSITIVE,defekt_nicht_erfasst,"""PS5 Controller spinnt"" beschreibt eine Fehlfunktion (Stick-Drift-Slang); Exclude-Liste deckt nur explizite Begriffe wie 'drift'/'defekt' ab, nicht umgangssprachliche Umschreibungen."
https://www.kleinanzeigen.de/s-anzeige/microsoft-xbox-series-x-s-wireless-controller-stellar-shift-stick/3484242691-279-4616,Microsoft Xbox Series X/S Wireless Controller Stellar Shift-Stick,19.0,controller,Xbox Wireless Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,Vollstaendiger Xbox Series X/S Controller.
https://www.kleinanzeigen.de/s-anzeige/roter-xbox-one-controller-top-zustand/3483330995-168-6807,Roter Xbox One Controller - Top Zustand,20.0,controller,Xbox Wireless Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,"Vollstaendiger Xbox One Controller, guter Zustand."
https://www.kleinanzeigen.de/s-anzeige/xbox-one-controller-original-einwandfrei-gereinigt-/3483434506-279-3380,"Xbox One Controller Original einwandfrei, gereinigt,",20.0,controller,Xbox Wireless Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,Vollstaendiger Xbox One Controller.
https://www.kleinanzeigen.de/s-anzeige/original-xbox-series-x-s-wireless-controller/3483817863-279-9668,Original Xbox Series X/S Wireless Controller,20.0,controller,Xbox Wireless Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,Vollstaendiger Xbox Series X/S Controller.
https://www.ebay.de/itm/336711895099,Nintendo Switch Pro Controller - Schwarz,20.0,controller,Switch Pro Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,Vollstaendiger Switch Pro Controller.
https://www.kleinanzeigen.de/s-anzeige/scuf-reflex-fps-ps5-controller-originalverpackung/3484149714-225-8648,Scuf Reflex FPS PS5 Controller Originalverpackung,5.0,controller,PS5 DualSense Controller ★ Top-Deal,Top-Deal,TRUE_POSITIVE,,Vollstaendiger Scuf Reflex PS5 Controller (Premium-Drittanbieter-Controller).
https://www.kleinanzeigen.de/s-anzeige/msi-b550-a-pro-gaming-mainboard-amd-ryzen-5-3600/3483555593-230-4400,MSI B550-A Pro Gaming Mainboard  + AMD Ryzen 5 3600,70.0,cpu_mainboard_bundle,Ryzen 5 3600 + B450 Bundle ★ Guter Preis,Guter Preis,TRUE_POSITIVE,,"Echtes CPU+Mainboard-Bundle (Ryzen 5 3600 + Board). Beobachtung: Titel nennt B550-Chipsatz, Regel-Label ""B450 Bundle"" -- Produktart korrekt erkannt, Chipsatz-Generation im Label ungenau, ggf. price_history_model-Gruppierung fuer andere Chipsatz-Generationen pruefen (kein Verdict-Einfluss)."
https://www.kleinanzeigen.de/s-anzeige/gaming-pc-ryzen-5-3600-rx-5500-xt-8gb-ram-rgb-ohne-hdd-ssd/3484035331-228-9449,Gaming PC Ryzen 5 3600 RX 5500 XT 8GB RAM RGB ohne HDD SSD,350.0,gaming_pc,Gaming-PC (Mindestanforderung erfüllt),Okay,TRUE_POSITIVE,,"Dedizierte GPU + RAM-Spezifikation explizit genannt, Preis stimmig."
https://www.kleinanzeigen.de/s-anzeige/-medion-erazer-p15805-15-6-i5-9300h-nvidia-gtx-1660-ti-16-gb-ram-512-gb-m-2-ssd-akku-90-/3483130567-278-1007,"⚡️Medion Erazer P15805 | 15,6"" |  i5-9300H | NVIDIA GTX 1660 Ti | 16 GB RAM | 512 GB M.2 SSD | Akku 90 %",419.0,gaming_pc,Gaming-PC (Mindestanforderung erfüllt),Okay,TRUE_POSITIVE,,"Dediziertes Notebook mit GTX 1660 Ti, im Rahmen der Kategorie-Definition genuine Gaming-Hardware."
https://www.kleinanzeigen.de/s-anzeige/gaming-pc-ryzen-5-5500-16gb-ddr4-ram-3200mhz-b450-mobo-gtx-1650/3484413590-228-1967,Gaming Pc Ryzen 5 5500/ 16gb ddr4 ram 3200mhz/ b450 Mobo/Gtx 1650,350.0,gaming_pc,Gaming-PC (Mindestanforderung erfüllt),Okay,TRUE_POSITIVE,,Dedizierte GPU + RAM explizit genannt.
https://www.kleinanzeigen.de/s-anzeige/asus-prime-x470-pro-ryzen-5-2600x-24gb-ddr4-ram-rtx2080-8gb/3483841191-225-1668,Asus Prime X470 Pro/Ryzen 5 2600X/24GB DDR4 RAM/RTX2080 8GB,400.0,gaming_pc,Gaming-PC (Mindestanforderung erfüllt),Okay,TRUE_POSITIVE,,Dedizierte GPU (RTX 2080) + RAM explizit genannt.
